Реплика;Эмоция;;;
Развлеки!;Joy;;;
Не возмутись?;Surprise;;;
Она грустила.;Sadness;;;
Не посмеивайся.;Sadness;;;
Она печалила!;Sadness;;;
Она ободрялась.;Joy;;;
Не изнервничайся?;Neutral;;;
Она не окрылилась?;Surprise;;;
Не нервничай.;Neutral;;;
Она раздражалась.;Anger;;;
Не сдрейфи?;Surprise;;;
Она не извелась!;Anger;;;
Угрюмей.;Sadness;;;
Трясись!;Fear;;;
Не приободрись.;Sadness;;;
Она не раздосадовалась!;Joy;;;
Не перетревожь!;Anger;;;
Не опечаль!;Joy;;;
Воскресни!;Joy;;;
Не обижайся?;Anger;;;
Ободрись!;Joy;;;
Она оживила?;Surprise;;;
Она не развеселилась!;Sadness;;;
Она не растревожила.;Neutral;;;
Она освежалась.;Joy;;;
Она не устрашила.;Neutral;;;
Она веселилась!;Joy;;;
Она не наскучивала!;Joy;;;
Она утомилась.;Sadness;;;
Измайся!;Sadness;;;
Не нервничай!;Neutral;;;
Сожалей!;Sadness;;;
Не загрусти.;Joy;;;
Она не омрачила?;Surprise;;;
Не смутись!;Joy;;;
Она не томилась.;Joy;;;
Поражайся?;Surprise;;;
Она не повеселела?;Sadness;;;
Она просияла!;Joy;;;
Не невзлюби?;Surprise;;;
Не понравься.;Sadness;;;
Недоумевай!;Anger;;;
Не надоешь?;Неграмматично;;;
Майся.;Sadness;;;
Недолюбливай!;Anger;;;
Она не развеселила!;Sadness;;;
Удивляй!;Surprise;;;
Ободряйся!;Joy;;;
Она удручала?;Surprise;;;
Она прогневалась?;Anger;;;
Диви!;Surprise;;;
Не изматывайся!;Joy;;;
Она изумила!;Surprise;;;
Не ужасайся?;Surprise;;;
Не рассмеши?;Surprise;;;
Она взбеленила?;Surprise;;;
Восхитись!;Joy;;;
Перетрусь.;Fear;;;
Она не измучилась?;Surprise;;;
Смейся.;Joy;;;
Она осердилась.;Anger;;;
Вдохновляйся!;Joy;;;
Она измаялась?;Sadness;;;
Она озлоблялась.;Anger;;;
Она хватила?;Surprise;;;
Она не удовольствовалась.;Sadness;;;
Она не страдала?;Surprise;;;
Она повеселела!;Joy;;;
Не рассвирепей.;Neutral;;;
Она не возликовала.;Sadness;;;
Потрясай!;Surprise;;;
Она терзалась.;Sadness;;;
Дивись?;Surprise;;;
Она не окрылила.;Sadness;;;
Не удручи!;Anger;;;
Она озлила?;Anger;;;
Она не пошутила?;Surprise;;;
Она сокрушила?;Surprise;;;
Потряси!;Surprise;;;
Не прискучивай!;Anger;;;
Обозли!;Anger;;;
Она встряхнулась?;Surprise;;;
Она не злила.;Neutral;;;
Скисни!;Sadness;;;
Обидься?;Sadness;;;
Окрыли.;Joy;;;
Она заволновалась?;Fear;;;
Не нарадуйся.;Joy;;;
Она не встряхнулась?;Surprise;;;
Не сконфузься?;Surprise;;;
Она огорчала?;Sadness;;;
Поражай?;Surprise;;;
Она тряслась.;Fear;;;
Она не позабавилась.;Sadness;;;
Приободрись?;Surprise;;;
Подбодрись.;Joy;;;
Она рыдала.;Sadness;;;
Не недолюбливай!;Anger;;;
Она пригорюнилась!;Sadness;;;
Покайся!;Anger;;;
Она не маялась.;Sadness;;;
Не восхищайся?;Surprise;;;
Она ужасалась!;Fear;;;
Развесели.;Joy;;;
Не помрачись!;Joy;;;
Не натерпись!;Joy;;;
Не печалься!;Joy;;;
Она не возрыдала!;Joy;;;
Не встревожь.;Neutral;;;
Она волновалась.;Fear;;;
Она обиделась.;Sadness;;;
Она перенервничала?;Fear;;;
Не разобидься?;Surprise;;;
Она освежала!;Joy;;;
Она взволновала.;Fear;;;
Не восхитись.;Neutral;;;
Она не никла!;Joy;;;
Она не насыщалась?;Surprise;;;
Она тревожила.;Fear;;;
Она осерчала?;Anger;;;
Она устрашала!;Fear;;;
Она озлоблялась?;Anger;;;
Она умаяла!;Sadness;;;
Захандри?;Sadness;;;
Обеспокойся!;Fear;;;
Не умаивай.;Anger;;;
Не раздражись!;Fear;;;
Не удручи.;Joy;;;
Она прослезилась?;Sadness;;;
Она жгла.;Joy;;;
Испугай?;Surprise;;;
Не затрави!;Anger;;;
Она изныла!;Sadness;;;
Она тревожила?;Fear;;;
Она не терроризировала!;Anger;;;
Не хвати!;Anger;;;
Отпугивай.;Fear;;;
Она прогневала.;Anger;;;
Выстрадай!;Sadness;;;
Она дулась.;Sadness;;;
Бесись!;Anger;;;
Она гнела!;Неграмматично;;;
Она возликовала.;Joy;;;
Не зли!;Fear;;;
Ужасайся?;Fear;;;
Она ненавидела.;Anger;;;
Не намучься?;Surprise;;;
Она не привязывалась?;Surprise;;;
Она развлеклась.;Joy;;;
Она не восхищалась.;Sadness;;;
Она измочаливала?;Sadness;;;
Она терпела!;Anger;;;
Она не забоялась.;Joy;;;
Она закручинилась!;Sadness;;;
Поверь.;Neutral;;;
Она не заледенела?;Surprise;;;
Удивляйся?;Surprise;;;
Она наслаждалась.;Joy;;;
Не возрыдай.;Joy;;;
Она возмущала!;Anger;;;
Не раздражай.;Anger;;;
Она не сохла?;Surprise;;;
Она сожалела.;Sadness;;;
Сникай.;Неграмматично;;;
Возненавидь.;Anger;;;
Не терроризируй!;Anger;;;
Не устыдись.;Neutral;;;
Она не подивила.;Neutral;;;
Огорчайся!;Sadness;;;
Она не ободрялась.;Sadness;;;
Не плачь!;Joy;;;
Посмеивайся.;Joy;;;
Она не вдохновлялась.;Sadness;;;
Разревись?;Sadness;;;
Она озлобилась!;Anger;;;
Она озлилась.;Sadness;;;
Она встревожила.;Fear;;;
Не прогневай?;Surprise;;;
Она не светилась.;Sadness;;;
Она помрачала!;Sadness;;;
Умайся.;Sadness;;;
Она злобствовала!;Anger;;;
Не разъяри.;Fear;;;
Восторгайся!;Joy;;;
Она не помрачилась.;Joy;;;
Она надоедала?;Anger;;;
Возрыдай?;Sadness;;;
Она не дивила.;Neutral;;;
Гнети!;Anger;;;
Она удовлетворилась!;Joy;;;
Она гордилась.;Joy;;;
Изумись.;Joy;;;
Она не ликовала?;Sadness;;;
Не уважай?;Anger;;;
Измочаливай?;Anger;;;
Она тужила.;Sadness;;;
Она омрачала.;Sadness;;;
Она томилась!;Sadness;;;
Она не перетревожила?;Fear;;;
Изнуряй.;Sadness;;;
Не разозли.;Fear;;;
Она не утомила?;Surprise;;;
Она не перенервничала?;Surprise;;;
Не свирепей?;Surprise;;;
Восторгайся.;Joy;;;
Не взбелени?;Surprise;;;
Отчайся?;Sadness;;;
Не бесись!;Anger;;;
Она опасалась!;Fear;;;
Она точила.;Neutral;;;
Не перетревожь?;Неграмматично;;;
Не вознегодуй?;Fear;;;
Она терзалась!;Sadness;;;
Не изнывай!;Joy;;;
Она устрашилась!;Fear;;;
Она не предвкушала!;Sadness;;;
Не взбодрись.;Sadness;;;
Не обеспокойся!;Joy;;;
Она развлекалась!;Joy;;;
Подшучивай?;Joy;;;
Промайся!;Sadness;;;
Она умаяла.;Sadness;;;
Она не хватила?;Surprise;;;
Она доставала.;Anger;;;
Не разгневайся.;Fear;;;
Надивись?;Surprise;;;
Она не изныла!;Joy;;;
Не нервируй.;Anger;;;
Она не изнемогла?;Surprise;;;
Не взбелени.;Fear;;;
Она отчаивалась?;Sadness;;;
Она не взбеленилась!;Surprise;;;
Она утомлялась?;Sadness;;;
Она порадовала!;Joy;;;
Она разъярила.;Anger;;;
Погорюй!;Sadness;;;
Она встряхнулась!;Joy;;;
Она преследовала?;Anger;;;
Не терроризируй?;Anger;;;
Она злобилась!;Anger;;;
Она не колола!;Anger;;;
Изводись.;Sadness;;;
Она не испугалась.;Joy;;;
Она не порадовала.;Sadness;;;
Не скучай!;Joy;;;
Вдохновляйся.;Joy;;;
Она не озлоблялась?;Surprise;;;
Разочаруйся.;Sadness;;;
Веселись?;Joy;;;
Оплачь?;Sadness;;;
Она не торжествовала!;Sadness;;;
Не изумляйся?;Surprise;;;
Она измочалила!;Anger;;;
Повеселей.;Joy;;;
Испугай!;Fear;;;
Не возвеселись.;Sadness;;;
Не повреди?;Surprise;;;
Она не повредила.;Joy;;;
Не озли.;Fear;;;
Она сломила?;Sadness;;;
Не поражайся?;Neutral;;;
Она не пугалась.;Neutral;;;
Она тревожилась?;Fear;;;
Не устыдись!;Joy;;;
Она не смущалась!;Joy;;;
Раздражи.;Anger;;;
Она изнуряла?;Sadness;;;
Изуми!;Surprise;;;
Она не разочаровала!;Joy;;;
Она перевернула.;Neutral;;;
Люби.;Joy;;;
Унывай!;Sadness;;;
Не услаждайся!;Sadness;;;
Она освежила.;Joy;;;
Не разволнуй!;Joy;;;
Она сокрушила!;Anger;;;
Обрадуй!;Joy;;;
Она не замучивалась.;Neutral;;;
Не удовлетворись?;Sadness;;;
Она застращала!;Fear;;;
Она не тревожила?;Surprise;;;
Не привязывайся!;Anger;;;
Не леденей.;Neutral;;;
Не жги.;Neutral;;;
Дави?;Anger;;;
Она угрюмела?;Sadness;;;
Она не взорвала.;Sadness;;;
Не расстраивай?;Joy;;;
Она не выматывала?;Surprise;;;
Огорчи?;Sadness;;;
Не приободрись!;Sadness;;;
Не надоедай!;Anger;;;
Она прогневала?;Anger;;;
Она не взвыла!;Joy;;;
Не стесняйся.;Joy;;;
Она не терпела?;Surprise;;;
Не соскучься!;Joy;;;
Не заинтересуй.;Neutral;;;
Измочаль?;Неграмматично;;;
Она не дрейфила!;Joy;;;
Скисай!;Sadness;;;
Она не восторгалась!;Sadness;;;
Она кручинилась!;Sadness;;;
Она трусила.;Fear;;;
Она не злобствовала.;Neutral;;;
Опасайся.;Fear;;;
Она не перепугалась.;Neutral;;;
Воскресни.;Neutral;;;
Не встревожься?;Neutral;;;
Она не порадовала?;Sadness;;;
Она сникла.;Sadness;;;
Она не раздражила.;Neutral;;;
Она не стыдилась.;Joy;;;
Она никла!;Sadness;;;
Не дуйся?;Surprise;;;
Она стервенела.;Anger;;;
Не устраши?;Neutral;;;
Она не рассерчала!;Joy;;;
Не ужасни.;Neutral;;;
Не удиви.;Neutral;;;
Волнуй?;Fear;;;
Не гордись?;Sadness;;;
Она не расстраивалась.;Joy;;;
Не поверь!;Surprise;;;
Обожай?;Joy;;;
Восхищайся.;Joy;;;
Она не проплакала.;Joy;;;
Надоешь?;Surprise;;;
Жалей.;Sadness;;;
Она не заскучала.;Joy;;;
Взгрустни.;Sadness;;;
Она не побоялась!;Joy;;;
Расстраивайся.;Sadness;;;
Она не колола?;Surprise;;;
Она ужаснула?;Fear;;;
